_respondent_id,Q1_Age,Q2_Occupation,Q3_Ethnicity,Q4_Income,Q5_Wardrobe_Size,Q6_Shopping_Frequency,Q7_Current_Brands,Q8_Shopping_Channels,Q9_Spend_Per_Kurti,Q10_Purchase_Triggers,Q11_Style_Preference,Q12_Fabric_Preference,Q13_Color_Preference,Q14_Fit_Preference,Q15_Print_Preference,Q16_Sleeve_Preference,Q16_Neckline_Preference,Q16_Length_Preference,Q17_Bottom_Pairing,Q18_Occasions,Q19_Pack_Interest,Q20_Bundle_Budget,Q21_Discount_Preference,Q22_Fashion_Identity,Q23_Pain_Points,Q24_Return_Anxiety,Q25_Purchase_Intent,_persona
R1573,18-22,Working Professional,,"7,001-12,000 AED",1-5,Rarely/Never,Instagram/WhatsApp small brands,"Online marketplaces (Amazon, Noon, Namshi)",30-60 AED,Gift for someone,Peplum; Asymmetric/high-low hem; Kaftan-style,Georgette/Chiffon,,Flared/breezy fit,Florals; Digital/contemporary prints,Bell/statement sleeves,Boat neck,Mid-thigh,Jeans/denim; Palazzo pants; Dhoti pants/tulip pants,Casual outings/errands; Weekend/lounging,"Festive Glow (2 embroidered/silk kurtis); Vibe Check Drop (1 trendy statement piece, monthly limited)",181-250 AED,Free delivery,I follow trends closely and love experimenting with new styles,Fabric quality doesn't match product photos; Difficult or costly returns; Can't find good curated sets/bundles,Never - I'm confident buying online,Probably would buy,trend
R1574,28-34,Self-Employed/Freelancer,South Asian,"12,001-20,000 AED",None,Only during festivals/occasions,Anouk (Myntra),"Online marketplaces (Amazon, Noon, Namshi); Brand websites (D2C online stores)",101-150 AED,New season or collection drop,,Pure Cotton,"Pastels (peach, lavender, mint, blush)",Slim/body-hugging fit,Florals,Full sleeves; 3/4th sleeves,V-neck,Mid-thigh,Cigarette/straight pants,Weekend/lounging,"9-to-5 Edit (3 workwear kurtis); Vibe Check Drop (1 trendy statement piece, monthly limited)",Under 80 AED,I don't need discounts - I buy if I like the product,I only dress up for occasions - daily wear is minimal effort,Limited trendy options for short kurtis,Rarely - I'm usually okay with online purchases,Might or might not,minimalist
R1575,18-22,Working Professional,African,No personal income,6-12,2-3 times a month,W for Woman; Anouk (Myntra); I don't buy kurtis currently,"Online marketplaces (Amazon, Noon, Namshi)",151-250 AED,Sale or discount offer; New season or collection drop,A-line; Asymmetric/high-low hem; Crop kurti,Georgette/Chiffon,Multi-color/prints,Regular/comfort fit,Geometric/abstract,Full sleeves; Short/half sleeves,Round neck; V-neck,Knee length,Leggings/jeggings,Daily college/university wear; Casual outings/errands; Weekend/lounging,"9-to-5 Edit (3 workwear kurtis); Vibe Check Drop (1 trendy statement piece, monthly limited)",80-120 AED,"Combo price lower than individual total; Flat percentage off (e.g., 20% off); Free delivery",I prioritize comfort and practicality above everything,Sizing is inconsistent across brands,Rarely - I'm usually okay with online purchases,Might or might not,campus
R1576,18-22,Student (School/Undergraduate),South Asian,No personal income,1-5,Only during festivals/occasions,Libas; Meesho/unbranded sellers; Buy during India visits,,101-150 AED,Saw something trending on social media; Need for daily/work wardrobe refresh; Impulse/mood shopping,Shirt-style/collar; Crop kurti,Muslin,"Pastels (peach, lavender, mint, blush); Earthy tones (mustard, rust, olive, brown); Bright/Pop colors (red, yellow, hot pink, orange)",Slim/body-hugging fit,Florals; Stripes/checks,Sleeveless,Keyhole/cut-out,Hip length (above mid-thigh); Mid-thigh,Jeans/denim; Leggings/jeggings; Cigarette/straight pants; Skirts,Daily college/university wear; Office/workplace; Casual outings/errands,Campus Essentials (3 daily-wear cotton kurtis),121-180 AED,Combo price lower than individual total,I follow trends closely and love experimenting with new styles,Sizing is inconsistent across brands,"Yes, frequently - it's a major concern",Probably would buy,campus
R1577,18-22,Student (School/Undergraduate),South Asian,"Under 3,000 AED",1-5,Once in 2-3 months,Meesho/unbranded sellers; Local UAE stores/boutiques,"Online marketplaces (Amazon, Noon, Namshi)",30-60 AED,Sale or discount offer; Saw something trending on social media,,Pure Cotton; Rayon,"Pastels (peach, lavender, mint, blush)",Relaxed/loose fit,Digital/contemporary prints,Bell/statement sleeves,Round neck; V-neck,Hip length (above mid-thigh),Jeans/denim; Leggings/jeggings,Daily college/university wear; Casual outings/errands; Family gatherings/dinners; Weekend/lounging,9-to-5 Edit (3 workwear kurtis),Under 80 AED,Combo price lower than individual total,I prioritize comfort and practicality above everything,Too expensive for the quality offered; Poor delivery experience to UAE (slow/damaged),Never - I'm confident buying online,Might or might not,campus
R1578,23-27,Working Professional,South Asian,,6-12,Weekly,Biba; Anouk (Myntra),"Online marketplaces (Amazon, Noon, Namshi); Brand websites (D2C online stores)",61-100 AED,Saw something trending on social media; New season or collection drop; Impulse/mood shopping,Asymmetric/high-low hem,Pure Cotton,"Neutrals (black, white, beige, grey)",Regular/comfort fit,Digital/contemporary prints,,Boat neck,Mid-thigh; Knee length,Jeans/denim,Parties/date nights,"Vibe Check Drop (1 trendy statement piece, monthly limited)",181-250 AED,Referral rewards; Free delivery; First-order discount,I prioritize comfort and practicality above everything,Too expensive for the quality offered; Difficult or costly returns; Can't find good curated sets/bundles,Rarely - I'm usually okay with online purchases,Probably would buy,trend
R1579,35 and above,Student (School/Undergraduate),Other,"12,001-20,000 AED",None,2-3 times a month,Libas,"Online marketplaces (Amazon, Noon, Namshi); Buy from India (trips or family shipments); WhatsApp-based sellers",151-250 AED,Upcoming festival/occasion; New season or collection drop,Anarkali (short flared); Kaftan-style,Georgette/Chiffon; Silk/Chanderi,,Regular/comfort fit,Embroidered/thread work; Mirror work/sequins,Full sleeves,Round neck,Knee length,Leggings/jeggings; Sharara,"Casual outings/errands; Festivals (Diwali, Eid, etc.); Parties/date nights","Vibe Check Drop (1 trendy statement piece, monthly limited)",181-250 AED,"Flat percentage off (e.g., 20% off)",I only dress up for occasions - daily wear is minimal effort,Difficult or costly returns,Rarely - I'm usually okay with online purchases,Probably would buy,festive
R1580,35 and above,Homemaker,South Asian,"7,001-12,000 AED",13-20,Rarely/Never,Buy during India visits,Physical stores/malls in UAE,151-250 AED,Upcoming festival/occasion,A-line,Georgette/Chiffon; Muslin,"Jewel tones (emerald, maroon, royal blue, deep purple)",Flared/breezy fit,Embroidered/thread work; Mirror work/sequins,,V-neck,Just above knee,Dhoti pants/tulip pants,"Office/workplace; Festivals (Diwali, Eid, etc.); Family gatherings/dinners; Weekend/lounging",Festive Glow (2 embroidered/silk kurtis); None - I prefer buying single pieces,181-250 AED,"Flat percentage off (e.g., 20% off); Combo price lower than individual total",I love mixing Indian and Western styles to create my own look,Fabric quality doesn't match product photos; Difficult or costly returns,"Yes, frequently - it's a major concern",Definitely would buy,festive
R1581,18-22,Student (School/Undergraduate),South Asian,,1-5,2-3 times a month,Libas,Physical stores/malls in UAE,61-100 AED,Upcoming festival/occasion; Sale or discount offer,Straight-cut; Kaftan-style,,"Pastels (peach, lavender, mint, blush)",Regular/comfort fit,Florals; Geometric/abstract; Stripes/checks,3/4th sleeves,Boat neck; Shirt collar,Mid-thigh,Jeans/denim,Daily college/university wear; Office/workplace; Family gatherings/dinners,Campus Essentials (3 daily-wear cotton kurtis),80-120 AED,"Flat percentage off (e.g., 20% off); Buy 2 Get 1 Free; First-order discount",I love mixing Indian and Western styles to create my own look,Fabric quality doesn't match product photos; Limited trendy options for short kurtis; Too expensive for the quality offered; Can't find good curated sets/bundles; Not enough options for my size,"Yes, frequently - it's a major concern",Probably would buy,campus
R1582,23-27,Working Professional,South Asian,"7,001-12,000 AED",13-20,Weekly,Anouk (Myntra),Physical stores/malls in UAE,30-60 AED,New season or collection drop,Straight-cut; A-line; Shirt-style/collar,Cotton-Linen blend,"Neutrals (black, white, beige, grey)",Relaxed/loose fit,Solid/plain; Embroidered/thread work,Full sleeves,Mandarin/band collar,Just above knee,Jeans/denim; Skirts,Office/workplace; Family gatherings/dinners,9-to-5 Edit (3 workwear kurtis),121-180 AED,Free delivery; Combo price lower than individual total,I love mixing Indian and Western styles to create my own look,Sizing is inconsistent across brands; Limited trendy options for short kurtis; Poor delivery experience to UAE (slow/damaged); Difficult or costly returns,,Probably would not,professional
R1583,28-34,Working Professional,,"12,001-20,000 AED",1-5,Once in 2-3 months,Libas; Buy during India visits,"Online marketplaces (Amazon, Noon, Namshi)",151-250 AED,Upcoming festival/occasion; Impulse/mood shopping,Kaftan-style,Georgette/Chiffon; Silk/Chanderi; Denim-look fabric,Multi-color/prints,Relaxed/loose fit,Geometric/abstract; Embroidered/thread work; Mirror work/sequins,Full sleeves,Shirt collar,Mid-thigh,Palazzo pants,"Festivals (Diwali, Eid, etc.); Family gatherings/dinners",Festive Glow (2 embroidered/silk kurtis),80-120 AED,"Flat percentage off (e.g., 20% off); Free delivery",I prioritize comfort and practicality above everything,No major frustrations,Sometimes - depends on the brand/platform,Probably would not,festive
R1584,35 and above,Other,South Asian,"7,001-12,000 AED",1-5,Once a month,Local UAE stores/boutiques; Buy during India visits,Buy from India (trips or family shipments),30-60 AED,Upcoming festival/occasion,A-line; Anarkali (short flared),Cotton-Linen blend,"Jewel tones (emerald, maroon, royal blue, deep purple)",Relaxed/loose fit,Block print/Jaipur print; Embroidered/thread work,Full sleeves; Bell/statement sleeves,V-neck; Boat neck,Mid-thigh,Sharara,Family gatherings/dinners,9-to-5 Edit (3 workwear kurtis),Above 250 AED,"Flat percentage off (e.g., 20% off); I don't need discounts - I buy if I like the product",I only dress up for occasions - daily wear is minimal effort,Poor delivery experience to UAE (slow/damaged),Rarely - I'm usually okay with online purchases,Probably would buy,festive
R1585,28-34,Other,Western/European,No personal income,1-5,Once a month,I don't buy kurtis currently,Brand websites (D2C online stores),30-60 AED,Sale or discount offer,Peplum,Georgette/Chiffon,"Pastels (peach, lavender, mint, blush)",Flared/breezy fit,Florals,,Keyhole/cut-out,Hip length (above mid-thigh); Just above knee,Leggings/jeggings,Weekend/lounging,9-to-5 Edit (3 workwear kurtis),181-250 AED,First-order discount,I love mixing Indian and Western styles to create my own look,No major frustrations,Never - I'm confident buying online,Might or might not,non_customer
R1586,18-22,Student (Postgraduate),South Asian,"Under 3,000 AED",6-12,Once in 2-3 months,Meesho/unbranded sellers,"Online marketplaces (Amazon, Noon, Namshi); Physical stores/malls in UAE",61-100 AED,Sale or discount offer; Saw something trending on social media; New season or collection drop,Straight-cut; A-line,Pure Cotton; Cotton-Linen blend; Rayon,"Neutrals (black, white, beige, grey); Bright/Pop colors (red, yellow, hot pink, orange); Multi-color/prints",Flared/breezy fit,Geometric/abstract; Stripes/checks,Short/half sleeves,Mandarin/band collar; Boat neck,Mid-thigh,Jeans/denim; Leggings/jeggings; Skirts,Daily college/university wear,Campus Essentials (3 daily-wear cotton kurtis),80-120 AED,"Flat percentage off (e.g., 20% off)",I have a set style - I know what works and stick to it,Limited trendy options for short kurtis; Can't find good curated sets/bundles,Sometimes - depends on the brand/platform,Probably would buy,campus
R1587,28-34,Working Professional,Arab/Middle Eastern,No personal income,13-20,Weekly,Meesho/unbranded sellers; Buy during India visits,Instagram/Social media shops,101-150 AED,Saw something trending on social media; Impulse/mood shopping,Peplum; Crop kurti; Kaftan-style,Muslin,"Bright/Pop colors (red, yellow, hot pink, orange)",Regular/comfort fit,Solid/plain,3/4th sleeves,V-neck,Hip length (above mid-thigh),Palazzo pants; Skirts; Dhoti pants/tulip pants,Daily college/university wear; Casual outings/errands; Parties/date nights; Weekend/lounging,"Vibe Check Drop (1 trendy statement piece, monthly limited); None - I prefer buying single pieces",181-250 AED,Buy 2 Get 1 Free; Free delivery,I love mixing Indian and Western styles to create my own look,Limited trendy options for short kurtis,Never - I'm confident buying online,Definitely would buy,trend
R1588,18-22,Working Professional,Western/European,"7,001-12,000 AED",1-5,Once in 2-3 months,Libas; Local UAE stores/boutiques; Buy during India visits,"Online marketplaces (Amazon, Noon, Namshi); Brand websites (D2C online stores)",61-100 AED,Need for daily/work wardrobe refresh; Gift for someone,A-line; Shirt-style/collar; Anarkali (short flared),Rayon; Silk/Chanderi,"Earthy tones (mustard, rust, olive, brown)",Slim/body-hugging fit,Florals; Stripes/checks; Embroidered/thread work,Short/half sleeves,Round neck; Shirt collar; Keyhole/cut-out,Just above knee,Jeans/denim; Cigarette/straight pants,Office/workplace,"9-to-5 Edit (3 workwear kurtis); Vibe Check Drop (1 trendy statement piece, monthly limited)",181-250 AED,Free delivery; Combo price lower than individual total; First-order discount,I love mixing Indian and Western styles to create my own look,Not enough options for my size,"Yes, frequently - it's a major concern",Definitely would buy,professional
R1589,28-34,Working Professional,South Asian,"7,001-12,000 AED",1-5,Once in 2-3 months,Instagram/WhatsApp small brands,"Online marketplaces (Amazon, Noon, Namshi); Brand websites (D2C online stores)",61-100 AED,Upcoming festival/occasion; Need for daily/work wardrobe refresh,Shirt-style/collar; Kaftan-style,Pure Cotton; Rayon,,Relaxed/loose fit,Geometric/abstract; Solid/plain,Sleeveless,Round neck,Just above knee,Jeans/denim; Palazzo pants,Office/workplace,"Campus Essentials (3 daily-wear cotton kurtis); 9-to-5 Edit (3 workwear kurtis); Vibe Check Drop (1 trendy statement piece, monthly limited)",80-120 AED,,I love mixing Indian and Western styles to create my own look,Sizing is inconsistent across brands; Too expensive for the quality offered,Never - I'm confident buying online,Definitely would not,professional
R1590,18-22,Working Professional,Arab/Middle Eastern,"Above 20,000 AED",None,2-3 times a month,Biba,Instagram/Social media shops; Physical stores/malls in UAE,61-100 AED,Sale or discount offer; Saw something trending on social media,Straight-cut; Asymmetric/high-low hem,Rayon,"Earthy tones (mustard, rust, olive, brown)",Regular/comfort fit,Stripes/checks; Digital/contemporary prints,Bell/statement sleeves,Round neck; V-neck; Keyhole/cut-out,Just above knee,Leggings/jeggings; Skirts,"Daily college/university wear; Festivals (Diwali, Eid, etc.)",Campus Essentials (3 daily-wear cotton kurtis),121-180 AED,"Flat percentage off (e.g., 20% off); Buy 2 Get 1 Free; Combo price lower than individual total",I prioritize comfort and practicality above everything,Can't find good curated sets/bundles,"Yes, frequently - it's a major concern",Definitely would buy,trend
